Aileen Lindsey,2026-08-12 20:04:40.1355664,1958672.69000000,7998048.94000000,4,3394431.54000000,224225.97000000
Aileen Lindsey,2026-08-12 20:04:47.4804202,224225.97000000,8222274.91000000,5,1958672.69000000,2034999.63000000
Aileen Lindsey,2026-08-12 20:04:54.3328156,2034999.63000000,10257274.54000000,3,224225.97000000,NULL
Alan Castillo,2026-08-12 20:04:40.5841666,391727.96000000,391727.96000000,3,NULL,2328367.72000000
Alan Castillo,2026-08-12 20:04:41.3270010,2328367.72000000,2720095.68000000,1,391727.96000000,1953435.66000000
Alan Castillo,2026-08-12 20:04:44.7942869,1953435.66000000,4673531.34000000,2,2328367.72000000,224423.88000000
Alan Castillo,2026-08-12 20:04:51.1735247,224423.88000000,4897955.22000000,4,1953435.66000000,NULL
Alan Pierce,2026-08-12 20:04:35.1284096,142373.94000000,142373.94000000,7,NULL,2465819.55000000
Alan Pierce,2026-08-12 20:04:40.4741508,2465819.55000000,2608193.49000000,2,142373.94000000,3549857.61000000
Alan Pierce,2026-08-12 20:04:47.3374114,3549857.61000000,6158051.10000000,1,2465819.55000000,2160319.60000000
Alan Pierce,2026-08-12 20:04:52.7570819,2160319.60000000,8318370.70000000,4,3549857.61000000,2364414.12800000
Alan Pierce,2026-08-12 20:04:53.4017539,2364414.12800000,10682784.82800000,3,2160319.60000000,508112.83000000
Alan Pierce,2026-08-12 20:04:54.0756876,508112.83000000,11190897.65800000,6,2364414.12800000,613709.82000000
Alan Pierce,2026-08-12 20:04:54.4104423,613709.82000000,11804607.47800000,5,508112.83000000,NULL
Albert West,2026-08-12 20:04:36.6046559,2556299.70000000,2556299.70000000,1,NULL,1635467.59200000
Albert West,2026-08-12 20:04:37.2901122,1635467.59200000,4191767.29200000,3,2556299.70000000,1270687.84000000
Albert West,2026-08-12 20:04:46.8254807,1270687.84000000,5462455.13200000,4,1635467.59200000,2280889.66000000
Albert West,2026-08-12 20:04:54.9450088,2280889.66000000,7743344.79200000,2,1270687.84000000,NULL
Alberta York,2026-08-12 20:04:37.1462692,422399.94000000,422399.94000000,3,NULL,1683569.58000000
Alberta York,2026-08-12 20:04:37.4735313,1683569.58000000,2105969.52000000,1,422399.94000000,80123.88000000
Alberta York,2026-08-12 20:04:47.5374426,80123.88000000,2186093.40000000,4,1683569.58000000,591251.88000000
Alberta York,2026-08-12 20:04:51.8637613,591251.88000000,2777345.28000000,2,80123.88000000,23729.79000000
Alberta York,2026-08-12 20:04:52.2106368,23729.79000000,2801075.07000000,5,591251.88000000,NULL
Alex Banks,2026-08-12 20:04:34.4182676,3033743.52000000,3033743.52000000,2,NULL,192191.84000000
Alex Banks,2026-08-12 20:04:35.2344823,192191.84000000,3225935.36000000,9,3033743.52000000,653599.92000000
Alex Banks,2026-08-12 20:04:35.2956304,653599.92000000,3879535.28000000,6,192191.84000000,3247199.64000000
Alex Banks,2026-08-12 20:04:45.8098332,3247199.64000000,7126734.92000000,1,653599.92000000,151957.98000000
Alex Banks,2026-08-12 20:04:48.6108869,151957.98000000,7278692.90000000,10,3247199.64000000,95255.98000000
Alex Banks,2026-08-12 20:04:48.7088866,95255.98000000,7373948.88000000,11,151957.98000000,330868.89000000
Alex Banks,2026-08-12 20:04:49.4275680,330868.89000000,7704817.77000000,7,95255.98000000,2324735.76000000
Alex Banks,2026-08-12 20:04:50.5089486,2324735.76000000,10029553.53000000,3,330868.89000000,1064136.03750000
Alex Banks,2026-08-12 20:04:50.9695490,1064136.03750000,11093689.56750000,5,2324735.76000000,283340.97000000
Alex Banks,2026-08-12 20:04:52.7815263,283340.97000000,11377030.53750000,8,1064136.03750000,1607135.52000000
