4239,Brenda Cooper,IT,Engineer,200858.00,8,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Jackie Higgins > Essie Orr > Brenda Cooper,1721095.00,                Brenda Cooper
1447,Shelby Horn,R&D,Consultant,61022.00,7,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Jackie Higgins > Shelby Horn,1333660.00,              Shelby Horn
2571,Robert Williamson,R&D,Coordinator,114658.00,8,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Jackie Higgins > Shelby Horn > Robert Williamson,1448318.00,                Robert Williamson
2607,Marcie Franco,Engineering,VP,126764.00,9,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Jackie Higgins > Shelby Horn > Robert Williamson > Marcie Franco,1575082.00,                  Marcie Franco
4622,Jack Castillo,Engineering,VP,245193.00,10,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Jackie Higgins > Shelby Horn > Robert Williamson > Marcie Franco > Jack Castillo,1820275.00,                    Jack Castillo
2668,Shelia Horn,IT,Coordinator,174091.00,9,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Jackie Higgins > Shelby Horn > Robert Williamson > Shelia Horn,1622409.00,                  Shelia Horn
484,Susie Valencia,Operations,Consultant,236641.00,7,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Jackie Higgins > Susie Valencia,1509279.00,              Susie Valencia
2737,Lori Marshall,Engineering,Architect,219663.00,8,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Jackie Higgins > Susie Valencia > Lori Marshall,1728942.00,                Lori Marshall
4507,Dennis Patel,Marketing,Consultant,227172.00,9,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Jackie Higgins > Susie Valencia > Lori Marshall > Dennis Patel,1956114.00,                  Dennis Patel
572,Patsy Glover,HR,Engineer,168920.00,7,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Jackie Higgins > Patsy Glover,1441558.00,              Patsy Glover
1269,Dante Herman,Sales,Architect,205899.00,8,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Jackie Higgins > Patsy Glover > Dante Herman,1647457.00,                Dante Herman
2109,Elijah Andrews,HR,Consultant,142315.00,8,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Jackie Higgins > Patsy Glover > Elijah Andrews,1583873.00,                Elijah Andrews
4342,Dewey Villarreal,IT,VP,150208.00,9,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Jackie Higgins > Patsy Glover > Elijah Andrews > Dewey Villarreal,1734081.00,                  Dewey Villarreal
3700,Mandy Ware,Operations,Coordinator,90927.00,8,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Jackie Higgins > Patsy Glover > Mandy Ware,1532485.00,                Mandy Ware
478,Lynette Donaldson,Finance,Manager,180150.00,6,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Lynette Donaldson,1230680.00,            Lynette Donaldson
880,Cyrus Fuentes,Customer Success,Architect,217424.00,7,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Lynette Donaldson > Cyrus Fuentes,1448104.00,              Cyrus Fuentes
1724,Juanita Krueger,Legal,Consultant,173710.00,8,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Lynette Donaldson > Cyrus Fuentes > Juanita Krueger,1621814.00,                Juanita Krueger
4279,Johnnie Valencia,Operations,Senior Engineer,50586.00,9,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Lynette Donaldson > Cyrus Fuentes > Juanita Krueger > Johnnie Valencia,1672400.00,                  Johnnie Valencia
4766,Mable Norton,R&D,Manager,232520.00,10,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Lynette Donaldson > Cyrus Fuentes > Juanita Krueger > Johnnie Valencia > Mable Norton,1904920.00,                    Mable Norton
4830,Pablo Lynn,Marketing,Director,141382.00,10,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Lynette Donaldson > Cyrus Fuentes > Juanita Krueger > Johnnie Valencia > Pablo Lynn,1813782.00,                    Pablo Lynn
4950,Arthur Cole,Operations,Coordinator,160999.00,9,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Lynette Donaldson > Cyrus Fuentes > Juanita Krueger > Arthur Cole,1782813.00,                  Arthur Cole
3947,Forrest Brandt,Finance,Consultant,94077.00,8,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Lynette Donaldson > Cyrus Fuentes > Forrest Brandt,1542181.00,                Forrest Brandt
4741,Rebecca Phillips,R&D,Engineer,220841.00,8,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Lynette Donaldson > Cyrus Fuentes > Rebecca Phillips,1668945.00,                Rebecca Phillips
4798,Theresa Austin,Engineering,Senior Engineer,92031.00,9,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Lynette Donaldson > Cyrus Fuentes > Rebecca Phillips > Theresa Austin,1760976.00,                  Theresa Austin
646,Erik Mclaughlin,R&D,VP,97238.00,6,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Erik Mclaughlin,1147768.00,            Erik Mclaughlin
1667,Yolanda Roth,Legal,Analyst,65823.00,7,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Erik Mclaughlin > Yolanda Roth,1213591.00,              Yolanda Roth
1735,Irene Glover,HR,VP,58289.00,8,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Erik Mclaughlin > Yolanda Roth > Irene Glover,1271880.00,                Irene Glover
1976,Winifred Bender,Operations,VP,211724.00,8,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Erik Mclaughlin > Yolanda Roth > Winifred Bender,1425315.00,                Winifred Bender
2078,Jeff Bass,IT,Engineer,61592.00,9,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Erik Mclaughlin > Yolanda Roth > Winifred Bender > Jeff Bass,1486907.00,                  Jeff Bass
2878,Sarah Thomas,Sales,VP,105230.00,10,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Erik Mclaughlin > Yolanda Roth > Winifred Bender > Jeff Bass > Sarah Thomas,1592137.00,                    Sarah Thomas
3145,Rex Baird,HR,Analyst,188060.00,7,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Erik Mclaughlin > Rex Baird,1335828.00,              Rex Baird
3849,Rachel Mendoza,Operations,Coordinator,214411.00,8,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Maureen Fields > Erik Mclaughlin > Rex Baird > Rachel Mendoza,1550239.00,                Rachel Mendoza
3614,Agnes Farrell,Customer Success,Senior Engineer,120976.00,5,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Agnes Farrell,997876.00,          Agnes Farrell
4384,Carmen Ware,R&D,Senior Engineer,204509.00,5,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Carmen Ware,1081409.00,          Carmen Ware
496,Jenny Hardin,Customer Success,Analyst,164910.00,5,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Jenny Hardin,1041810.00,          Jenny Hardin
2931,Mildred Snyder,HR,Senior Engineer,55499.00,6,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Jenny Hardin > Mildred Snyder,1097309.00,            Mildred Snyder
944,Joann Sullivan,Operations,Manager,109541.00,6,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Jenny Hardin > Joann Sullivan,1151351.00,            Joann Sullivan
1340,Evelyn Fisher,Sales,Engineer,64072.00,7,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Jenny Hardin > Joann Sullivan > Evelyn Fisher,1215423.00,              Evelyn Fisher
1383,Sandra Ramirez,Legal,Architect,232399.00,8,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Jenny Hardin > Joann Sullivan > Evelyn Fisher > Sandra Ramirez,1447822.00,                Sandra Ramirez
2832,Iris Farrell,IT,Engineer,236621.00,9,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Jenny Hardin > Joann Sullivan > Evelyn Fisher > Sandra Ramirez > Iris Farrell,1684443.00,                  Iris Farrell
2467,Don Morse,Customer Success,VP,152821.00,8,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Jenny Hardin > Joann Sullivan > Evelyn Fisher > Don Morse,1368244.00,                Don Morse
616,Jill McCoy,HR,Engineer,110491.00,5,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Jill McCoy,987391.00,          Jill McCoy
1104,Marcus Kirk,Finance,Analyst,45460.00,6,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Jill McCoy > Marcus Kirk,1032851.00,            Marcus Kirk
2282,Gregory Chavez,HR,Manager,160598.00,6,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Jill McCoy > Gregory Chavez,1147989.00,            Gregory Chavez
2677,Lynnette Donaldson,Customer Success,Manager,158874.00,7,Jeannie Krause > Jana Castaneda > Ryan Cruz > Winifred Bender > Leola Olsen > Jill McCoy > Gregory Chavez > Lynnette Donaldson,1306863.00,              Lynnette Donaldson
