Customer Success,Elias Klein,Detail,2,2330347.39150000,1165173.69575000
Customer Success,Elijah Andrews,Detail,1,879200.91000000,879200.91000000
Customer Success,Elizabeth Martinez,Detail,1,1768959.60000000,1768959.60000000
Customer Success,Elsa Novak,Detail,1,33263.88000000,33263.88000000
Customer Success,Elva Roach,Detail,2,2474474.95350000,1237237.47675000
Customer Success,Elvira Salinas,Detail,6,10242367.42000000,1707061.23666666
Customer Success,Emily King,Detail,1,6958.99000000,6958.99000000
Customer Success,Eric Cook,Detail,1,1895211.62000000,1895211.62000000
Customer Success,Erin Meyer,Detail,2,1194065.02000000,597032.51000000
Customer Success,Esperanza Middleton,Detail,1,1288384.65000000,1288384.65000000
Customer Success,Essie Orr,Detail,1,1635263.83000000,1635263.83000000
Customer Success,Etta Rosales,Detail,4,3590649.38000000,897662.34500000
Customer Success,Fannie Hutchinson,Detail,2,3937075.34000000,1968537.67000000
Customer Success,Forrest Brandt,Detail,1,1030103.88000000,1030103.88000000
Customer Success,Frances Mills,Detail,2,513421.79000000,256710.89500000
Customer Success,Gabriel Spencer,Detail,2,2914984.68900000,1457492.34450000
Customer Success,Garry Huff,Detail,2,6976269.09300000,3488134.54650000
Customer Success,Genevieve Horn,Detail,2,2676449.19000000,1338224.59500000
Customer Success,Gilbert Doyle,Detail,1,2262049.50000000,2262049.50000000
Customer Success,Giovanni Koch,Detail,1,1263449.75000000,1263449.75000000
Customer Success,Grant Sutton,Detail,1,2610469.59000000,2610469.59000000
Customer Success,Gregory Chavez,Detail,1,723671.91000000,723671.91000000
Customer Success,Guadalupe Stanley,Detail,1,2431133.73000000,2431133.73000000
Customer Success,Gwendolyn Valdez,Detail,5,5785064.97950000,1157012.99590000
Customer Success,Hannah Graham,Detail,3,433185.62000000,144395.20666666
